competition
density
ecological
ecology
evolution
evolutionary
generalist
inertia
inertial
legitimacy
legitimate
legitimation
niche
population
reliability
selection
selection
specialism
specialist
resource_partitioning
density_dependence
ecologists
structural_inertia
niche_width
generalists
failings_california_wine
niche_overlap
niches
foundings_california_wine
localized_competition
liability_newness
foundings
founding
carrying_capacity
carroll_delacroix
overlap_density
mutualism_competition
survival_chances
baum_oliver
carroll_glenn
