,term,cosine_sim_with_core, closest_terms_from_core
16,horizontal,0.2550241,"[('horizontal', 1.0000001192092896), ('vertical', 0.8096565008163452), ('interdependence', 0.35589268803596497)]"
17,influence,0.26864296,"[('influence', 0.9999998807907104), ('control', 0.4983532428741455), ('constrain', 0.4065665900707245)]"
18,interdependence,0.32007757,"[('interdependence', 1.0), ('interdependent', 0.6268453598022461), ('cooperation', 0.5235845446586609)]"
19,interdependent,0.2848116,"[('interdependent', 1.0), ('interdependence', 0.6268453598022461), ('interlocking', 0.4371211528778076)]"
20,interlock,0.23649956,"[('interlock', 1.0), ('interlocking', 0.5410715341567993), ('director_interlocks', 0.44794726371765137)]"
21,interlocking,0.29029274,"[('interlocking', 1.0000001192092896), ('interlock', 0.5410715341567993), ('interdependent', 0.4371211528778076)]"
22,joint_venture,0.2532201,"[('joint_venture', 0.9999998807907104), ('merger', 0.3683885931968689), ('cooperation', 0.3674764633178711)]"
23,merge,0.21620165,"[('merge', 0.9999998807907104), ('merged', 0.45469459891319275), ('merger', 0.3647112250328064)]"
24,merged,0.19590954,"[('merged', 1.0000001192092896), ('merger', 0.46390849351882935), ('merge', 0.45469459891319275)]"
25,merger,0.24023913,"[('merger', 1.0), ('diversification', 0.4806649088859558), ('merged', 0.46390849351882935)]"
26,resource_dependence,0.27805623,"[('resource_dependence', 1.0000001192092896), ('external', 0.5138654708862305), ('director_interlocks', 0.45688503980636597)]"
27,sanction,0.16762564,"[('sanction', 1.0), ('cooperate', 0.30425095558166504), ('cooperation', 0.2875043451786041)]"
28,vertical,0.26808196,"[('vertical', 1.0), ('horizontal', 0.8096565008163452), ('diversification', 0.354740172624588)]"
0,alliance,0.24035157,"[('coalition', 0.6681572794914246), ('cooperation', 0.39455413818359375), ('joint_venture', 0.3551638126373291)]"
1,alliances,0.26168063,"[('coalition', 0.5201313495635986), ('cooperation', 0.4283459186553955), ('interdependence', 0.35558784008026123)]"
2,autonomous,0.23780784,"[('interdependent', 0.48659810423851013), ('merge', 0.3570568561553955), ('external', 0.3280588984489441)]"
3,autonomy,0.2348306,"[('control', 0.43283703923225403), ('interdependence', 0.41231346130371094), ('dominance', 0.4083693325519562)]"
4,board_directors,0.23994508,"[('board_directors', 0.9999997615814209), ('joint_venture', 0.36478590965270996), ('interlocking', 0.36391597986221313)]"
5,boards_directors,0.24751492,"[('board_directors', 0.6655275821685791), ('resource_dependence', 0.48576322197914124), ('interlock', 0.4333287179470062)]"
6,centralization,0.22379892,"[('control', 0.36551791429519653), ('dominance', 0.36057668924331665), ('interdependence', 0.35180264711380005)]"
7,centralized,0.23747422,"[('control', 0.43374770879745483), ('horizontal', 0.37353694438934326), ('vertical', 0.36574888229370117)]"
8,coalition,0.23574935,"[('coalition', 1.0), ('cooperate', 0.3455292284488678), ('cooperation', 0.34185248613357544)]"
9,coalitions,0.26325247,"[('coalition', 0.7389717102050781), ('cooperation', 0.3717469274997711), ('cooperate', 0.3321552574634552)]"
10,conglomerate,0.24741729,"[('diversification', 0.6544054746627808), ('merger', 0.5393122434616089), ('diversify', 0.4599502682685852)]"
11,connections,0.2245998,"[('interlocking', 0.4813453257083893), ('interdependence', 0.3991578221321106), ('interlock', 0.34696394205093384)]"
12,constrain,0.21917102,"[('constrain', 1.0), ('constraint', 0.4169537425041199), ('influence', 0.4065665900707245)]"
13,constraint,0.23597147,"[('constraint', 0.9999997615814209), ('constrain', 0.4169537425041199), ('control', 0.32681918144226074)]"
14,control,0.2949569,"[('control', 1.0), ('influence', 0.4983532428741455), ('external', 0.44733431935310364)]"
15,cooperate,0.23828813,"[('cooperate', 0.9999998211860657), ('cooperation', 0.6699031591415405), ('coalition', 0.3455292284488678)]"
16,cooperation,0.27386802,"[('cooperation', 0.9999998807907104), ('cooperate', 0.6699031591415405), ('interdependence', 0.5235845446586609)]"
17,cooperative,0.25146744,"[('cooperation', 0.6779811978340149), ('cooperate', 0.5373855829238892), ('joint_venture', 0.4051746726036072)]"
18,decentralized,0.23874663,"[('control', 0.39728879928588867), ('interdependent', 0.36584892868995667), ('horizontal', 0.339211106300354)]"
19,dependence,0.27816904,"[('dependence', 1.0), ('dependent', 0.5887736082077026), ('interdependence', 0.47718799114227295)]"
20,dependencies,0.2556753,"[('dependence', 0.5103352665901184), ('interdependence', 0.4737757742404938), ('exchange', 0.41203975677490234)]"
21,dependency,0.22881864,"[('dependence', 0.7652326822280884), ('dependent', 0.5456817150115967), ('interdependence', 0.42060720920562744)]"
22,dependent,0.24065505,"[('dependent', 1.0), ('dependence', 0.5887736082077026), ('interdependent', 0.39549189805984497)]"
23,directors,0.2384187,"[('board_directors', 0.6327453851699829), ('interlock', 0.5255122184753418), ('interlocking', 0.4155977964401245)]"
24,diversification,0.25911045,"[('diversification', 0.9999999403953552), ('diversify', 0.5892391204833984), ('merger', 0.4806649088859558)]"
25,diversified,0.2574009,"[('diversification', 0.6533492803573608), ('diversify', 0.5788856148719788), ('merger', 0.3394993543624878)]"
26,diversify,0.25530043,"[('diversify', 1.0), ('diversification', 0.5892391204833984), ('merge', 0.32103389501571655)]"
27,dominance,0.23937371,"[('dominance', 1.0), ('interdependence', 0.3591073453426361), ('interlocking', 0.3557952642440796)]"
28,exchange,0.25400198,"[('exchange', 0.9999999403953552), ('dependence', 0.3761046528816223), ('interdependence', 0.3638036549091339)]"
29,exchanges,0.24321446,"[('exchange', 0.6353271007537842), ('cooperation', 0.4218391180038452), ('interdependence', 0.39664143323898315)]"
30,external,0.2777993,"[('external', 1.0), ('resource_dependence', 0.5138654708862305), ('control', 0.44733431935310364)]"
31,governance,0.25749007,"[('resource_dependence', 0.39842328429222107), ('joint_venture', 0.3469812870025635), ('control', 0.3462464213371277)]"
32,horizontal,0.2550241,"[('horizontal', 1.0000001192092896), ('vertical', 0.8096565008163452), ('interdependence', 0.35589268803596497)]"
33,independent,0.24167962,"[('dependent', 0.5877439379692078), ('interdependent', 0.4289795458316803), ('influence', 0.38338610529899597)]"
34,influence,0.26864296,"[('influence', 0.9999998807907104), ('control', 0.4983532428741455), ('constrain', 0.4065665900707245)]"
35,interdependence,0.32007757,"[('interdependence', 1.0), ('interdependent', 0.6268453598022461), ('cooperation', 0.5235845446586609)]"
36,interdependent,0.2848116,"[('interdependent', 1.0), ('interdependence', 0.6268453598022461), ('interlocking', 0.4371211528778076)]"
37,interlock,0.23649956,"[('interlock', 1.0), ('interlocking', 0.5410715341567993), ('director_interlocks', 0.44794726371765137)]"
38,interlocking,0.29029274,"[('interlocking', 1.0000001192092896), ('interlock', 0.5410715341567993), ('interdependent', 0.4371211528778076)]"
39,interlocks,0.25347286,"[('interlock', 0.7780416011810303), ('interlocking', 0.6110222935676575), ('director_interlocks', 0.5746163129806519)]"
40,joint_venture,0.2532201,"[('joint_venture', 0.9999998807907104), ('merger', 0.3683885931968689), ('cooperation', 0.3674764633178711)]"
41,joint_ventures,0.2695645,"[('joint_venture', 0.8398683071136475), ('diversification', 0.3994206190109253), ('cooperation', 0.3645249307155609)]"
42,link,0.2376907,"[('influence', 0.3844175636768341), ('interdependence', 0.34310078620910645), ('interlocking', 0.3281041383743286)]"
43,linkages,0.2973805,"[('interdependence', 0.5268866419792175), ('interlocking', 0.4690251350402832), ('resource_dependence', 0.4248350262641907)]"
44,links,0.24441157,"[('interlocking', 0.4262467622756958), ('interdependence', 0.4113003611564636), ('influence', 0.36549535393714905)]"
45,merger,0.24023913,"[('merger', 1.0), ('diversification', 0.4806649088859558), ('merged', 0.46390849351882935)]"
46,mergers,0.23570365,"[('merger', 0.799042284488678), ('diversification', 0.58154296875), ('merged', 0.3947986960411072)]"
47,resource_dependence,0.27805623,"[('resource_dependence', 1.0000001192092896), ('external', 0.5138654708862305), ('director_interlocks', 0.45688503980636597)]"
48,vertical,0.26808196,"[('vertical', 1.0), ('horizontal', 0.8096565008163452), ('diversification', 0.354740172624588)]"
49,vertically_integrated,0.2529148,"[('diversification', 0.502779483795166), ('vertical', 0.4406887888908386), ('diversify', 0.41333526372909546)]"
